"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~4세","2023년10월_계_5~9세","2023년10월_계_10~14세","2023년10월_계_15~19세","2023년10월_계_20~24세","2023년10월_계_25~29세","2023년10월_계_30~34세","2023년10월_계_35~39세","2023년10월_계_40~44세","2023년10월_계_45~49세","2023년10월_계_50~54세","2023년10월_계_55~59세","2023년10월_계_60~64세","2023년10월_계_65~69세","2023년10월_계_70~74세","2023년10월_계_75~79세","2023년10월_계_80~84세","2023년10월_계_85~89세","2023년10월_계_90~94세","2023년10월_계_95~99세","2023년10월_계_100세 이상","2023년10월_남_총인구수","2023년10월_남_연령구간인구수","2023년10월_남_0~4세","2023년10월_남_5~9세","2023년10월_남_10~14세","2023년10월_남_15~19세","2023년10월_남_20~24세","2023년10월_남_25~29세","2023년10월_남_30~34세","2023년10월_남_35~39세","2023년10월_남_40~44세","2023년10월_남_45~49세","2023년10월_남_50~54세","2023년10월_남_55~59세","2023년10월_남_60~64세","2023년10월_남_65~69세","2023년10월_남_70~74세","2023년10월_남_75~79세","2023년10월_남_80~84세","2023년10월_남_85~89세","2023년10월_남_90~94세","2023년10월_남_95~99세","2023년10월_남_100세 이상","2023년10월_여_총인구수","2023년10월_여_연령구간인구수","2023년10월_여_0~4세","2023년10월_여_5~9세","2023년10월_여_10~14세","2023년10월_여_15~19세","2023년10월_여_20~24세","2023년10월_여_25~29세","2023년10월_여_30~34세","2023년10월_여_35~39세","2023년10월_여_40~44세","2023년10월_여_45~49세","2023년10월_여_50~54세","2023년10월_여_55~59세","2023년10월_여_60~64세","2023년10월_여_65~69세","2023년10월_여_70~74세","2023년10월_여_75~79세","2023년10월_여_80~84세","2023년10월_여_85~89세","2023년10월_여_90~94세","2023년10월_여_95~99세","2023년10월_여_100세 이상"
"대구광역시 남구 (2720000000)","140,132","140,132","2,453","3,353","3,838","4,662","8,027","10,356","9,146","7,364","9,038","9,123","11,852","11,582","12,920","11,447","8,823","6,534","5,592","2,865","964","171","22","66,999","66,999","1,298","1,722","1,979","2,411","3,842","5,103","4,936","3,942","4,576","4,520","5,908","5,596","6,031","5,250","3,855","2,646","2,150","949","247","36","2","73,133","73,133","1,155","1,631","1,859","2,251","4,185","5,253","4,210","3,422","4,462","4,603","5,944","5,986","6,889","6,197","4,968","3,888","3,442","1,916","717","135","20"
"대구광역시 북구 (2723000000)","422,571","422,571","10,190","16,565","18,997","20,554","28,642","28,406","25,614","23,436","30,897","33,242","40,482","36,834","35,580","25,669","17,998","12,602","10,199","4,817","1,518","286","43","209,725","209,725","5,231","8,417","9,755","10,613","15,192","15,425","13,926","12,574","15,367","16,238","19,833","18,245","17,397","12,402","8,109","5,180","3,864","1,559","343","51","4","212,846","212,846","4,959","8,148","9,242","9,941","13,450","12,981","11,688","10,862","15,530","17,004","20,649","18,589","18,183","13,267","9,889","7,422","6,335","3,258","1,175","235","39"
"대구광역시 수성구 (2726000000)","406,802","406,802","8,262","17,378","23,339","23,989","24,533","22,918","20,400","19,773","31,354","34,286","39,974","34,468","31,770","24,805","18,150","12,835","10,542","5,662","1,950","365","49","196,099","196,099","4,291","8,971","12,071","12,662","13,290","12,020","10,639","9,601","14,187","15,831","18,801","16,701","15,193","11,631","8,005","5,511","4,153","1,941","532","63","5","210,703","210,703","3,971","8,407","11,268","11,327","11,243","10,898","9,761","10,172","17,167","18,455","21,173","17,767","16,577","13,174","10,145","7,324","6,389","3,721","1,418","302","44"
"대구광역시 달서구 (2729000000)","530,737","530,737","11,816","20,563","24,654","26,088","32,694","34,879","32,139","28,606","38,970","40,845","50,163","48,358","48,009","34,280","23,604","15,041","11,864","5,906","1,883","335","40","260,446","260,446","6,079","10,585","12,635","13,406","17,127","18,394","17,469","14,912","19,067","19,931","24,020","23,121","23,125","16,487","10,725","6,550","4,497","1,823","434","51","8","270,291","270,291","5,737","9,978","12,019","12,682","15,567","16,485","14,670","13,694","19,903","20,914","26,143","25,237","24,884","17,793","12,879","8,491","7,367","4,083","1,449","284","32"
"대구광역시 달성군 (2771000000)","262,525","262,525","10,453","14,878","14,395","11,611","11,578","14,271","17,872","19,625","24,911","20,813","21,253","20,354","20,714","14,946","10,106","6,255","4,861","2,589","858","163","19","133,188","133,188","5,318","7,533","7,371","6,048","6,493","7,973","9,522","10,376","12,760","10,905","10,767","10,070","10,260","7,370","4,825","2,868","1,759","758","188","20","4","129,337","129,337","5,135","7,345","7,024","5,563","5,085","6,298","8,350","9,249","12,151","9,908","10,486","10,284","10,454","7,576","5,281","3,387","3,102","1,831","670","143","15"
"대구광역시 군위군 (2772000000)","23,048","23,048","278","276","421","451","530","666","562","629","830","1,018","1,578","2,409","3,136","2,898","2,315","1,735","1,796","1,117","340","56","7","11,904","11,904","153","146","239","236","328","404","340","362","466","595","903","1,382","1,691","1,584","1,180","794","676","336","79","10","0","11,144","11,144","125","130","182","215","202","262","222","267","364","423","675","1,027","1,445","1,314","1,135","941","1,120","781","261","46","7"
"인천광역시  (2800000000)","2,990,276","2,990,276","82,907","120,032","137,533","134,534","161,027","204,518","213,549","197,409","249,081","232,103","263,771","248,638","253,546","186,324","112,947","83,274","61,374","32,522","11,922","2,760","505","1,495,744","1,495,744","42,550","61,502","70,595","68,949","83,487","106,412","111,937","102,136","128,482","118,893","132,400","122,744","126,527","90,872","53,870","37,264","23,748","10,157","2,636","479","104","1,494,532","1,494,532","40,357","58,530","66,938","65,585","77,540","98,106","101,612","95,273","120,599","113,210","131,371","125,894","127,019","95,452","59,077","46,010","37,626","22,365","9,286","2,281","401"
"인천광역시 중구 (2811000000)","158,181","158,181","5,141","6,941","7,668","6,843","7,958","12,156","13,148","11,544","14,446","13,176","13,219","10,733","10,502","8,864","5,793","4,497","3,170","1,578","616","153","35","81,978","81,978","2,692","3,560","3,873","3,533","3,923","6,315","7,234","6,157","7,638","7,236","7,354","5,865","5,475","4,306","2,769","2,084","1,274","516","137","30","7","76,203","76,203","2,449","3,381","3,795","3,310","4,035","5,841","5,914","5,387","6,808","5,940","5,865","4,868","5,027","4,558","3,024","2,413","1,896","1,062","479","123","28"
"인천광역시 중구영종출장소 (2811400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시 중구용유출장소 (2811800000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시 동구 (2814000000)","59,806","59,806","1,175","1,767","2,188","2,448","2,804","3,333","3,409","3,212","4,530","4,538","5,152","4,711","5,360","4,901","3,542","2,965","2,252","1,028","386","93","12","29,986","29,986","588","973","1,138","1,271","1,483","1,776","1,838","1,731","2,397","2,442","2,726","2,463","2,654","2,346","1,542","1,308","919","299","74","15","3","29,820","29,820","587","794","1,050","1,177","1,321","1,557","1,571","1,481","2,133","2,096","2,426","2,248","2,706","2,555","2,000","1,657","1,333","729","312","78","9"
"인천광역시 미추홀구 (2817700000)","405,499","405,499","9,853","13,655","15,511","15,747","22,977","29,316","29,277","25,758","32,628","29,940","35,039","32,118","34,533","28,008","18,452","14,513","10,569","5,285","1,827","422","71","203,998","203,998","4,996","6,984","8,023","8,119","11,983","15,536","15,847","13,791","17,542","15,702","18,077","16,006","16,798","13,197","8,483","6,412","4,211","1,777","421","80","13","201,501","201,501","4,857","6,671","7,488","7,628","10,994","13,780","13,430","11,967","15,086","14,238","16,962","16,112","17,735","14,811","9,969","8,101","6,358","3,508","1,406","342","58"
"인천광역시 연수구 (2818500000)","390,896","390,896","13,210","20,488","23,148","21,443","22,784","24,526","26,315","27,869","35,953","33,109","35,168","30,360","29,445","19,307","10,268","7,308","5,552","3,071","1,225","290","57","193,805","193,805","6,801","10,385","11,877","10,892","11,833","12,848","13,246","13,658","17,561","16,349","17,203","14,780","14,887","9,810","5,023","3,264","2,126","934","268","49","11","197,091","197,091","6,409","10,103","11,271","10,551","10,951","11,678","13,069","14,211","18,392","16,760","17,965","15,580","14,558","9,497","5,245","4,044","3,426","2,137","957","241","46"
"인천광역시 남동구 (2820000000)","495,110","495,110","11,160","19,154","23,601","22,849","26,873","33,952","32,716","29,505","41,167","39,918","44,527","41,945","42,993","32,495","19,999","14,470","10,158","5,217","1,902","434","75","245,981","245,981","5,735","9,909","12,164","11,675","13,779","17,693","17,356","15,263","20,955","20,492","22,167","20,450","21,077","15,501","9,390","6,427","3,837","1,610","414","70","17","249,129","249,129","5,425","9,245","11,437","11,174","13,094","16,259","15,360","14,242","20,212","19,426","22,360","21,495","21,916","16,994","10,609","8,043","6,321","3,607","1,488","364","58"
"인천광역시 부평구 (2823700000)","487,885","487,885","11,555","16,203","18,998","20,506","26,100","35,862","37,882","31,586","37,065","35,463","43,182","43,211","44,240","32,609","19,924","14,413","10,807","5,704","2,038","451","86","240,207","240,207","5,969","8,208","9,742","10,669","13,313","18,159","19,724","16,532","19,066","17,693","21,057","20,725","21,731","15,452","9,371","6,399","4,129","1,718","464","66","20","247,678","247,678","5,586","7,995","9,256","9,837","12,787","17,703","18,158","15,054","17,999","17,770","22,125","22,486","22,509","17,157","10,553","8,014","6,678","3,986","1,574","385","66"
"인천광역시 계양구 (2824500000)","282,158","282,158","5,796","8,383","10,824","12,254","16,006","20,633","19,872","16,205","20,119","20,473","26,843","28,570","29,645","18,997","10,216","7,180","5,614","3,114","1,108","263","43","140,417","140,417","2,917","4,262","5,480","6,269","8,378","10,913","10,496","8,557","10,313","10,267","12,995","13,700","14,829","9,662","4,989","3,177","2,009","911","232","51","10","141,741","141,741","2,879","4,121","5,344","5,985","7,628","9,720","9,376","7,648","9,806","10,206","13,848","14,870","14,816","9,335","5,227","4,003","3,605","2,203","876","212","33"
"인천광역시 서구 (2826000000)","621,152","621,152","23,361","31,529","32,976","29,666","32,039","41,180","47,521","48,484","58,682","50,504","54,128","49,007","45,787","31,190","17,785","12,019","8,470","4,609","1,722","416","77","313,053","313,053","11,996","16,229","16,925","15,078","16,623","20,930","24,221","24,688","30,569","25,885","27,209","24,551","23,433","15,524","8,729","5,440","3,230","1,352","355","71","15","308,099","308,099","11,365","15,300","16,051","14,588","15,416","20,250","23,300","23,796","28,113","24,619","26,919","24,456","22,354","15,666","9,056","6,579","5,240","3,257","1,367","345","62"
"인천광역시 서구검단출장소 (2826500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시 강화군 (2871000000)","69,137","69,137","1,331","1,531","2,140","2,231","2,263","2,315","2,439","2,456","3,438","3,801","5,073","6,113","8,486","7,708","5,518","4,803","3,982","2,415","890","175","29","34,634","34,634","701","796","1,115","1,135","1,285","1,342","1,310","1,259","1,791","2,065","2,735","3,131","4,248","3,865","2,793","2,236","1,677","892","219","33","6","34,503","34,503","630","735","1,025","1,096","978","973","1,129","1,197","1,647","1,736","2,338","2,982","4,238","3,843","2,725","2,567","2,305","1,523","671","142","23"
"인천광역시 옹진군 (2872000000)","20,452","20,452","325","381","479","547","1,223","1,245","970","790","1,053","1,181","1,440","1,870","2,555","2,245","1,450","1,106","800","501","208","63","20","11,685","11,685","155","196","258","308","887","900","665","500","650","762","877","1,073","1,395","1,209","781","517","336","148","52","14","2","8,767","8,767","170","185","221","239","336","345","305","290","403","419","563","797","1,160","1,036","669","589","464","353","156","49","18"
"광주광역시  (2900000000)","1,421,760","1,421,760","39,410","61,529","73,202","74,769","91,776","100,621","89,897","84,832","114,862","113,791","127,072","112,480","105,560","78,567","55,717","42,630","32,055","16,113","5,520","1,146","211","702,121","702,121","20,025","31,579","37,726","38,677","47,867","52,563","46,951","43,130","57,343","56,654","62,984","55,524","50,981","37,049","25,097","18,470","12,712","5,292","1,292","191","14","719,639","719,639","19,385","29,950","35,476","36,092","43,909","48,058","42,946","41,702","57,519","57,137","64,088","56,956","54,579","41,518","30,620","24,160","19,343","10,821","4,228","955","197"
"광주광역시 동구 (2911000000)","106,957","106,957","3,363","4,100","3,712","3,774","6,944","7,987","7,494","6,845","7,590","6,907","8,168","7,706","8,262","7,411","5,642","4,628","3,791","1,871","625","110","27","52,674","52,674","1,717","2,144","1,937","1,907","3,515","4,119","3,808","3,552","3,966","3,676","4,063","3,789","3,903","3,485","2,517","2,007","1,592","758","192","24","3","54,283","54,283","1,646","1,956","1,775","1,867","3,429","3,868","3,686","3,293","3,624","3,231","4,105","3,917","4,359","3,926","3,125","2,621","2,199","1,113","433","86","24"
"광주광역시 서구 (2914000000)","284,870","284,870","6,539","10,906","13,594","14,695","19,052","22,054","18,181","15,761","21,811","22,610","26,439","23,455","21,792","16,308","11,676","8,793","6,486","3,270","1,149","254","45","139,391","139,391","3,316","5,638","7,153","7,691","9,846","11,301","9,500","7,937","10,757","10,976","12,779","11,514","10,288","7,619","5,251","3,801","2,591","1,096","289","47","1","145,479","145,479","3,223","5,268","6,441","7,004","9,206","10,753","8,681","7,824","11,054","11,634","13,660","11,941","11,504","8,689","6,425","4,992","3,895","2,174","860","207","44"
"광주광역시 남구 (2915500000)","210,027","210,027","5,350","9,534","11,528","10,900","11,910","12,859","11,633","11,793","17,060","16,340","17,153","15,444","16,367","13,610","10,354","8,060","5,894","2,976","1,000","220","42","100,600","100,600","2,738","4,851","5,741","5,432","6,118","6,518","5,939","5,763","8,308","8,149","8,336","7,267","7,412","6,187","4,580","3,509","2,481","994","243","28","6","109,427","109,427","2,612","4,683","5,787","5,468","5,792","6,341","5,694","6,030","8,752","8,191","8,817","8,177","8,955","7,423","5,774","4,551","3,413","1,982","757","192","36"
"광주광역시 북구 (2917000000)","422,567","422,567","11,872","17,269","19,795","20,380","26,412","29,694","27,336","25,816","32,845","31,889","36,415","34,693","34,418","25,483","17,909","13,431","9,907","4,890","1,701","353","59","209,037","209,037","5,983","8,822","10,264","10,755","13,896","15,630","14,353","13,353","16,669","16,052","17,940","16,993","16,383","11,970","8,156","5,833","3,954","1,569","400","59","3","213,530","213,530","5,889","8,447","9,531","9,625","12,516","14,064","12,983","12,463","16,176","15,837","18,475","17,700","18,035","13,513","9,753","7,598","5,953","3,321","1,301","294","56"
"광주광역시 광산구 (2920000000)","397,339","397,339","12,286","19,720","24,573","25,020","27,458","28,027","25,253","24,617","35,556","36,045","38,897","31,182","24,721","15,755","10,136","7,718","5,977","3,106","1,045","209","38","200,419","200,419","6,271","10,124","12,631","12,892","14,492","14,995","13,351","12,525","17,643","17,801","19,866","15,961","12,995","7,788","4,593","3,320","2,094","875","168","33","1","196,920","196,920","6,015","9,596","11,942","12,128","12,966","13,032","11,902","12,092","17,913","18,244","19,031","15,221","11,726","7,967","5,543","4,398","3,883","2,231","877","176","37"
"대전광역시  (3000000000)","1,443,965","1,443,965","40,083","57,475","67,614","70,831","91,965","108,457","99,163","88,824","110,681","111,242","128,239","113,303","113,308","88,607","57,527","41,031","31,658","16,734","5,758","1,250","215","720,207","720,207","20,605","29,578","34,871","36,682","47,235","57,655","52,978","46,270","55,583","55,236","64,166","56,291","55,290","42,585","27,073","18,314","12,566","5,493","1,462","242","32","723,758","723,758","19,478","27,897","32,743","34,149","44,730","50,802","46,185","42,554","55,098","56,006","64,073","57,012","58,018","46,022","30,454","22,717","19,092","11,241","4,296","1,008","183"
"대전광역시 동구 (3011000000)","218,465","218,465","5,067","7,298","8,813","10,169","15,006","14,008","12,610","11,460","15,511","16,026","18,713","17,384","19,076","16,095","11,339","8,500","6,713","3,327","1,075","234","41","109,994","109,994","2,608","3,826","4,580","5,191","7,711","7,630","6,899","6,171","8,040","8,421","9,816","8,886","9,417","7,741","5,196","3,806","2,643","1,083","275","46","8","108,471","108,471","2,459","3,472","4,233","4,978","7,295","6,378","5,711","5,289","7,471","7,605","8,897","8,498","9,659","8,354","6,143","4,694","4,070","2,244","800","188","33"
"대전광역시 중구 (3014000000)","224,143","224,143","4,705","7,333","9,490","10,401","12,766","14,994","12,666","11,361","15,781","16,883","20,149","18,321","18,951","16,518","11,970","9,333","7,204","3,784","1,232","255","46","110,048","110,048","2,369","3,756","4,828","5,360","6,548","7,552","6,595","5,840","7,890","8,563","10,312","9,218","9,254","7,731","5,459","4,128","2,927","1,316","339","53","10","114,095","114,095","2,336","3,577","4,662","5,041","6,218","7,442","6,071","5,521","7,891","8,320","9,837","9,103","9,697","8,787","6,511","5,205","4,277","2,468","893","202","36"
"대전광역시 서구 (3017000000)","465,978","465,978","12,681","19,090","22,929","23,660","30,212","38,537","34,008","29,386","36,608","36,388","41,380","35,281","34,844","26,910","16,944","11,690","8,735","4,626","1,632","378","59","228,648","228,648","6,472","9,849","11,823","12,199","15,004","19,778","17,711","15,001","18,021","17,447","20,182","16,940","16,638","12,794","8,022","5,198","3,549","1,527","409","73","11","237,330","237,330","6,209","9,241","11,106","11,461","15,208","18,759","16,297","14,385","18,587","18,941","21,198","18,341","18,206","14,116","8,922","6,492","5,186","3,099","1,223","305","48"
"대전광역시 유성구 (3020000000)","365,082","365,082","13,753","18,514","19,547","18,888","23,769","29,499","29,564","27,508","31,443","29,347","31,372","26,163","24,288","16,920","9,613","6,146","4,684","2,709","1,091","228","36","184,938","184,938","7,138","9,484","10,095","9,867","12,419","16,401","15,890","14,288","15,624","14,408","15,481","13,041","11,960","8,313","4,780","2,802","1,831","810","261","43","2","180,144","180,144","6,615","9,030","9,452","9,021","11,350","13,098","13,674","13,220","15,819","14,939","15,891","13,122","12,328","8,607","4,833","3,344","2,853","1,899","830","185","34"
"대전광역시 대덕구 (3023000000)","170,297","170,297","3,877","5,240","6,835","7,713","10,212","11,419","10,315","9,109","11,338","12,598","16,625","16,154","16,149","12,164","7,661","5,362","4,322","2,288","728","155","33","86,579","86,579","2,018","2,663","3,545","4,065","5,553","6,294","5,883","4,970","6,008","6,397","8,375","8,206","8,021","6,006","3,616","2,380","1,616","757","178","27","1","83,718","83,718","1,859","2,577","3,290","3,648","4,659","5,125","4,432","4,139","5,330","6,201","8,250","7,948","8,128","6,158","4,045","2,982","2,706","1,531","550","128","32"
"울산광역시  (3100000000)","1,104,031","1,104,031","30,460","49,494","56,248","53,233","55,469","67,733","69,326","68,153","92,083","86,607","102,092","101,773","97,847","71,147","43,799","26,925","19,019","8,899","2,988","657","79","567,309","567,309","15,525","25,570","29,144","28,007","31,337","38,625","38,296","36,147","47,571","44,383","50,769","51,780","49,912","35,337","21,549","12,584","7,500","2,564","625","76","8","536,722","536,722","14,935","23,924","27,104","25,226","24,132","29,108","31,030","32,006","44,512","42,224","51,323","49,993","47,935","35,810","22,250","14,341","11,519","6,335","2,363","581","71"
"울산광역시 중구 (3111000000)","207,179","207,179","4,951","8,406","9,852","9,233","9,603","12,237","12,243","11,754","16,144","15,265","18,913","19,784","19,781","15,373","10,135","6,324","4,470","1,932","632","135","12","104,767","104,767","2,498","4,372","5,176","4,945","5,475","6,819","6,718","6,171","8,297","7,771","9,289","9,865","9,799","7,336","4,862","2,805","1,791","622","142","13","1","102,412","102,412","2,453","4,034","4,676","4,288","4,128","5,418","5,525","5,583","7,847","7,494","9,624","9,919","9,982","8,037","5,273","3,519","2,679","1,310","490","122","11"
"울산광역시 남구 (3114000000)","308,438","308,438","7,899","12,284","14,099","14,252","17,121","21,671","21,804","18,989","23,920","23,256","29,847","29,185","27,329","19,723","12,006","7,229","4,859","2,151","673","129","12","157,314","157,314","4,040","6,369","7,333","7,528","9,511","12,213","12,116","10,109","12,204","11,398","14,417","14,755","13,650","9,694","5,796","3,405","1,969","642","151","13","1","151,124","151,124","3,859","5,915","6,766","6,724","7,610","9,458","9,688","8,880","11,716","11,858","15,430","14,430","13,679","10,029","6,210","3,824","2,890","1,509","522","116","11"
"울산광역시 동구 (3117000000)","152,419","152,419","4,136","7,609","8,573","7,428","6,916","8,615","8,679","10,530","14,540","12,386","12,265","11,917","13,918","10,907","6,657","3,713","2,288","949","309","72","12","79,474","79,474","2,097","3,873","4,482","3,956","3,813","4,942","4,903","5,739","7,858","6,731","6,522","5,894","6,694","5,410","3,384","1,893","968","247","58","8","2","72,945","72,945","2,039","3,736","4,091","3,472","3,103","3,673","3,776","4,791","6,682","5,655","5,743","6,023","7,224","5,497","3,273","1,820","1,320","702","251","64","10"
"울산광역시 북구 (3120000000)","216,567","216,567","7,986","12,710","13,206","11,425","10,332","13,259","14,757","15,342","21,256","18,186","19,045","19,639","16,423","9,800","5,471","3,488","2,446","1,243","427","113","13","112,140","112,140","4,073","6,532","6,827","5,876","6,038","7,730","7,993","7,980","10,759","9,479","9,212","10,042","8,899","5,023","2,753","1,593","921","310","83","17","0","104,427","104,427","3,913","6,178","6,379","5,549","4,294","5,529","6,764","7,362","10,497","8,707","9,833","9,597","7,524","4,777","2,718","1,895","1,525","933","344","96","13"
"울산광역시 울주군 (3171000000)","219,428","219,428","5,488","8,485","10,518","10,895","11,497","11,951","11,843","11,538","16,223","17,514","22,022","21,248","20,396","15,344","9,530","6,171","4,956","2,624","947","208","30","113,614","113,614","2,817","4,424","5,326","5,702","6,500","6,921","6,566","6,148","8,453","9,004","11,329","11,224","10,870","7,874","4,754","2,888","1,851","743","191","25","4","105,814","105,814","2,671","4,061","5,192","5,193","4,997","5,030","5,277","5,390","7,770","8,510","10,693","10,024","9,526","7,470","4,776","3,283","3,105","1,881","756","183","26"
"세종특별자치시  (3600000000)","386,079","386,079","17,544","26,415","27,904","22,598","17,667","20,086","27,419","32,130","41,862","35,535","31,018","22,688","21,093","16,038","9,879","6,468","5,153","3,060","1,211","266","45","192,299","192,299","8,848","13,492","14,207","11,232","9,192","9,998","13,462","15,870","20,415","17,971","16,416","11,705","10,614","7,873","4,785","2,948","2,020","951","247","47","6","193,780","193,780","8,696","12,923","13,697","11,366","8,475","10,088","13,957","16,260","21,447","17,564","14,602","10,983","10,479","8,165","5,094","3,520","3,133","2,109","964","219","39"
"세종특별자치시  (3611000000)","386,079","386,079","17,544","26,415","27,904","22,598","17,667","20,086","27,419","32,130","41,862","35,535","31,018","22,688","21,093","16,038","9,879","6,468","5,153","3,060","1,211","266","45","192,299","192,299","8,848","13,492","14,207","11,232","9,192","9,998","13,462","15,870","20,415","17,971","16,416","11,705","10,614","7,873","4,785","2,948","2,020","951","247","47","6","193,780","193,780","8,696","12,923","13,697","11,366","8,475","10,088","13,957","16,260","21,447","17,564","14,602","10,983","10,479","8,165","5,094","3,520","3,133","2,109","964","219","39"
"경기도  (4100000000)","13,627,840","13,627,840","405,639","592,179","670,439","653,975","760,878","930,146","955,977","922,631","1,165,491","1,098,675","1,230,411","1,089,187","1,051,454","774,561","479,233","361,840","274,419","146,631","50,787","11,388","1,899","6,855,616","6,855,616","207,575","302,934","343,060","334,857","396,329","494,100","503,914","475,066","595,510","558,444","621,965","548,297","529,779","381,357","226,766","161,683","109,724","48,820","12,889","2,133","414","6,772,224","6,772,224","198,064","289,245","327,379","319,118","364,549","436,046","452,063","447,565","569,981","540,231","608,446","540,890","521,675","393,204","252,467","200,157","164,695","97,811","37,898","9,255","1,485"
"북부출장소  (4110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 수원시 (4111000000)","1,196,864","1,196,864","34,509","48,846","56,077","57,588","76,534","100,207","99,106","84,504","100,550","95,377","106,571","94,339","86,978","58,698","35,828","26,563","19,485","10,535","3,620","818","131","602,159","602,159","17,779","25,165","28,959","29,591","39,375","52,908","53,031","44,155","51,036","47,894","53,055","46,648","43,696","28,553","16,675","11,580","7,582","3,382","911","153","31","594,705","594,705","16,730","23,681","27,118","27,997","37,159","47,299","46,075","40,349","49,514","47,483","53,516","47,691","43,282","30,145","19,153","14,983","11,903","7,153","2,709","665","100"
"경기도 수원시 장안구 (4111100000)","269,440","269,440","5,843","9,198","12,130","14,071","19,343","21,488","18,122","14,989","19,625","21,436","25,751","23,555","21,679","15,092","9,469","7,344","5,699","3,195","1,124","248","39","135,495","135,495","2,911","4,720","6,301","7,254","10,422","11,928","9,831","7,893","9,721","10,638","12,724","11,752","10,910","7,328","4,365","3,133","2,270","1,066","276","41","11","133,945","133,945","2,932","4,478","5,829","6,817","8,921","9,560","8,291","7,096","9,904","10,798","13,027","11,803","10,769","7,764","5,104","4,211","3,429","2,129","848","207","28"
"경기도 수원시 권선구 (4111300000)","366,740","366,740","10,714","15,216","16,615","15,810","20,653","29,602","30,686","26,677","31,849","28,099","31,798","30,405","28,983","19,493","11,630","8,305","5,782","3,078","1,069","244","32","185,199","185,199","5,565","7,871","8,476","8,188","10,597","15,426","16,551","14,091","16,580","14,476","15,795","14,824","14,502","9,560","5,490","3,702","2,227","955","267","50","6","181,541","181,541","5,149","7,345","8,139","7,622","10,056","14,176","14,135","12,586","15,269","13,623","16,003","15,581","14,481","9,933","6,140","4,603","3,555","2,123","802","194","26"
"경기도 수원시 팔달구 (4111500000)","197,705","197,705","5,496","6,341","6,482","7,718","12,448","18,122","18,046","14,201","14,658","14,288","16,958","15,609","15,541","11,423","7,485","5,724","4,169","2,130","681","155","30","99,523","99,523","2,865","3,210","3,363","3,965","6,163","9,318","9,760","7,725","7,804","7,256","8,625","7,890","7,694","5,386","3,453","2,518","1,612","695","183","32","6","98,182","98,182","2,631","3,131","3,119","3,753","6,285","8,804","8,286","6,476","6,854","7,032","8,333","7,719","7,847","6,037","4,032","3,206","2,557","1,435","498","123","24"
"경기도 수원시 영통구 (4111700000)","362,979","362,979","12,456","18,091","20,850","19,989","24,090","30,995","32,252","28,637","34,418","31,554","32,064","24,770","20,775","12,690","7,244","5,190","3,835","2,132","746","171","30","181,942","181,942","6,438","9,364","10,819","10,184","12,193","16,236","16,889","14,446","16,931","15,524","15,911","12,182","10,590","6,279","3,367","2,227","1,473","666","185","30","8","181,037","181,037","6,018","8,727","10,031","9,805","11,897","14,759","15,363","14,191","17,487","16,030","16,153","12,588","10,185","6,411","3,877","2,963","2,362","1,466","561","141","22"
"경기도 성남시 (4113000000)","917,243","917,243","24,981","35,194","41,450","41,870","50,256","66,578","69,210","63,950","75,704","71,959","82,451","71,266","71,113","55,433","35,321","26,531","19,209","10,078","3,721","830","138","453,912","453,912","12,646","17,918","21,248","21,306","25,422","34,456","35,991","32,350","37,559","35,549","41,139","35,430","34,734","27,170","16,566","11,714","8,040","3,482","971","184","37","463,331","463,331","12,335","17,276","20,202","20,564","24,834","32,122","33,219","31,600","38,145","36,410","41,312","35,836","36,379","28,263","18,755","14,817","11,169","6,596","2,750","646","101"
"경기도 성남시 수정구 (4113100000)","230,442","230,442","6,106","7,508","7,869","8,336","12,818","17,682","18,130","16,122","18,159","16,421","19,835","18,872","19,908","15,983","10,493","7,595","5,231","2,373","805","164","32","116,787","116,787","3,087","3,757","3,983","4,267","6,536","9,573","9,713","8,669","9,617","8,646","10,254","9,668","9,923","7,780","4,855","3,372","2,108","750","185","41","3","113,655","113,655","3,019","3,751","3,886","4,069","6,282","8,109","8,417","7,453","8,542","7,775","9,581","9,204","9,985","8,203","5,638","4,223","3,123","1,623","620","123","29"
