"행정구역","2025년10월_계_총인구수","2025년10월_계_연령구간인구수","2025년10월_계_0~9세","2025년10월_계_10~19세","2025년10월_계_20~29세","2025년10월_계_30~39세","2025년10월_계_40~49세","2025년10월_계_50~59세","2025년10월_계_60~69세","2025년10월_계_70~79세","2025년10월_계_80~89세","2025년10월_계_90~99세","2025년10월_계_100세 이상","2025년10월_남_총인구수","2025년10월_남_연령구간인구수","2025년10월_남_0~9세","2025년10월_남_10~19세","2025년10월_남_20~29세","2025년10월_남_30~39세","2025년10월_남_40~49세","2025년10월_남_50~59세","2025년10월_남_60~69세","2025년10월_남_70~79세","2025년10월_남_80~89세","2025년10월_남_90~99세","2025년10월_남_100세 이상","2025년10월_여_총인구수","2025년10월_여_연령구간인구수","2025년10월_여_0~9세","2025년10월_여_10~19세","2025년10월_여_20~29세","2025년10월_여_30~39세","2025년10월_여_40~49세","2025년10월_여_50~59세","2025년10월_여_60~69세","2025년10월_여_70~79세","2025년10월_여_80~89세","2025년10월_여_90~99세","2025년10월_여_100세 이상"
"경상남도 함안군 가야읍(4873025000)","16,628","16,628","710","1,681","1,327","1,318","2,278","3,270","3,153","1,794","933","162","2","8,470","8,470","387","888","826","732","1,142","1,739","1,597","862","280","17","0","8,158","8,158","323","793","501","586","1,136","1,531","1,556","932","653","145","2"
"경상남도 함안군 칠원읍(4873025300)","17,615","17,615","955","2,523","1,274","1,207","3,058","3,389","2,822","1,634","633","120","0","8,950","8,950","482","1,274","735","621","1,481","1,830","1,473","809","222","23","0","8,665","8,665","473","1,249","539","586","1,577","1,559","1,349","825","411","97","0"
"경상남도 함안군 함안면(4873031000)","2,301","2,301","45","81","98","101","178","343","648","442","303","61","1","1,185","1,185","28","35","61","59","108","185","358","233","99","19","0","1,116","1,116","17","46","37","42","70","158","290","209","204","42","1"
"경상남도 함안군 군북면(4873032000)","5,590","5,590","194","252","314","475","442","833","1,379","922","641","137","1","2,912","2,912","102","131","212","276","264","522","741","439","202","23","0","2,678","2,678","92","121","102","199","178","311","638","483","439","114","1"
"경상남도 함안군 법수면(4873033000)","2,589","2,589","32","72","88","122","181","417","751","536","332","57","1","1,341","1,341","20","37","52","74","111","265","421","259","92","10","0","1,248","1,248","12","35","36","48","70","152","330","277","240","47","1"
"경상남도 함안군 대산면(4873034000)","3,002","3,002","25","94","112","105","182","460","801","673","453","96","1","1,520","1,520","11","55","79","62","100","283","460","328","123","18","1","1,482","1,482","14","39","33","43","82","177","341","345","330","78","0"
"경상남도 함안군 칠서면(4873035000)","4,792","4,792","124","374","303","298","515","969","1,058","693","394","64","0","2,540","2,540","65","194","182","168","304","556","589","341","127","14","0","2,252","2,252","59","180","121","130","211","413","469","352","267","50","0"
"경상남도 함안군 칠북면(4873036000)","1,759","1,759","12","41","56","69","107","234","541","394","260","44","1","929","929","8","18","36","45","70","157","298","191","96","10","0","830","830","4","23","20","24","37","77","243","203","164","34","1"
"경상남도 함안군 산인면(4873038000)","2,526","2,526","40","77","113","148","202","405","764","471","245","61","0","1,283","1,283","20","38","72","82","115","216","406","247","76","11","0","1,243","1,243","20","39","41","66","87","189","358","224","169","50","0"
"경상남도 함안군 여항면(4873039000)","879","879","8","19","28","29","44","121","307","203","93","26","1","469","469","5","12","19","14","29","66","173","111","36","4","0","410","410","3","7","9","15","15","55","134","92","57","22","1"
"경상남도 창녕군 (4874000000)","54,891","54,891","1,834","3,696","2,808","3,597","5,570","9,225","13,110","8,870","5,199","970","12","27,612","27,612","987","1,933","1,695","2,086","3,053","5,133","6,726","4,181","1,644","172","2","27,279","27,279","847","1,763","1,113","1,511","2,517","4,092","6,384","4,689","3,555","798","10"
"경상남도 창녕군 창녕읍(4874025000)","15,168","15,168","795","1,372","1,084","1,336","1,971","2,675","2,989","1,821","947","175","3","7,558","7,558","429","711","622","717","1,028","1,407","1,479","791","341","32","1","7,610","7,610","366","661","462","619","943","1,268","1,510","1,030","606","143","2"
"경상남도 창녕군 남지읍(4874025300)","11,260","11,260","535","1,101","541","784","1,482","1,933","2,392","1,536","811","142","3","5,655","5,655","287","562","330","442","763","1,098","1,177","713","253","29","1","5,605","5,605","248","539","211","342","719","835","1,215","823","558","113","2"
"경상남도 창녕군 고암면(4874031000)","1,714","1,714","38","69","82","77","85","240","474","348","248","53","0","864","864","20","35","50","43","58","142","259","179","70","8","0","850","850","18","34","32","34","27","98","215","169","178","45","0"
"경상남도 창녕군 성산면(4874032000)","1,465","1,465","18","23","44","61","75","231","469","291","207","46","0","725","725","7","18","30","33","44","118","266","141","60","8","0","740","740","11","5","14","28","31","113","203","150","147","38","0"
"경상남도 창녕군 대합면(4874033000)","3,450","3,450","43","116","145","192","271","609","884","647","461","82","0","1,770","1,770","25","70","102","120","165","362","470","303","137","16","0","1,680","1,680","18","46","43","72","106","247","414","344","324","66","0"
"경상남도 창녕군 이방면(4874034000)","2,248","2,248","43","243","65","88","148","291","567","425","322","55","1","1,077","1,077","21","92","39","55","87","176","292","203","101","11","0","1,171","1,171","22","151","26","33","61","115","275","222","221","44","1"
"경상남도 창녕군 유어면(4874035000)","1,570","1,570","20","36","60","57","97","226","422","364","242","45","1","780","780","15","17","39","35","70","139","219","167","71","8","0","790","790","5","19","21","22","27","87","203","197","171","37","1"
"경상남도 창녕군 대지면(4874036000)","2,258","2,258","64","171","120","127","242","369","486","386","247","43","3","1,178","1,178","28","111","77","73","140","217","261","186","77","8","0","1,080","1,080","36","60","43","54","102","152","225","200","170","35","3"
"경상남도 창녕군 계성면(4874037000)","2,058","2,058","26","54","73","108","149","365","520","423","280","60","0","1,039","1,039","13","25","48","71","92","210","286","201","88","5","0","1,019","1,019","13","29","25","37","57","155","234","222","192","55","0"
"경상남도 창녕군 영산면(4874038000)","4,801","4,801","112","240","249","335","418","865","1,259","809","449","65","0","2,466","2,466","63","129","151","234","241","463","655","371","148","11","0","2,335","2,335","49","111","98","101","177","402","604","438","301","54","0"
"경상남도 창녕군 장마면(4874039000)","1,728","1,728","21","46","66","80","116","253","486","353","257","49","1","889","889","12","32","40","47","73","148","270","183","75","9","0","839","839","9","14","26","33","43","105","216","170","182","40","1"
"경상남도 창녕군 도천면(4874040000)","2,417","2,417","49","90","117","116","181","438","664","469","242","51","0","1,216","1,216","27","54","70","71","101","244","335","232","68","14","0","1,201","1,201","22","36","47","45","80","194","329","237","174","37","0"
"경상남도 창녕군 길곡면(4874041000)","1,411","1,411","8","42","38","66","91","206","462","311","151","36","0","721","721","6","25","20","42","53","115","240","163","54","3","0","690","690","2","17","18","24","38","91","222","148","97","33","0"
"경상남도 창녕군 부곡면(4874042000)","3,343","3,343","62","93","124","170","244","524","1,036","687","335","68","0","1,674","1,674","34","52","77","103","138","294","517","348","101","10","0","1,669","1,669","28","41","47","67","106","230","519","339","234","58","0"
"경상남도 고성군 (4882000000)","47,150","47,150","1,259","3,802","2,677","2,523","5,041","8,251","10,691","7,600","4,394","902","10","23,917","23,917","660","2,088","1,590","1,428","2,752","4,555","5,573","3,605","1,488","178","0","23,233","23,233","599","1,714","1,087","1,095","2,289","3,696","5,118","3,995","2,906","724","10"
"경상남도 고성군 고성읍(4882025000)","22,533","22,533","906","2,655","1,683","1,543","3,147","4,238","4,230","2,624","1,283","224","0","11,332","11,332","496","1,479","993","817","1,582","2,263","2,063","1,167","429","43","0","11,201","11,201","410","1,176","690","726","1,565","1,975","2,167","1,457","854","181","0"
"경상남도 고성군 삼산면(4882031000)","1,678","1,678","39","66","56","60","124","242","469","376","206","40","0","878","878","19","37","38","43","80","139","254","191","69","8","0","800","800","20","29","18","17","44","103","215","185","137","32","0"
"경상남도 고성군 하일면(4882032000)","1,712","1,712","23","76","72","54","113","246","446","382","244","56","0","858","858","9","39","46","32","70","151","243","175","84","9","0","854","854","14","37","26","22","43","95","203","207","160","47","0"
"경상남도 고성군 하이면(4882033000)","2,480","2,480","42","145","150","107","211","465","603","463","239","54","1","1,285","1,285","17","80","83","68","128","244","327","231","95","12","0","1,195","1,195","25","65","67","39","83","221","276","232","144","42","1"
"경상남도 고성군 상리면(4882034000)","1,460","1,460","7","43","53","53","95","220","398","318","218","54","1","745","745","3","27","38","35","53","125","213","167","71","13","0","715","715","4","16","15","18","42","95","185","151","147","41","1"
"경상남도 고성군 대가면(4882035000)","1,534","1,534","17","34","47","47","97","223","445","343","222","57","2","790","790","10","16","23","33","57","125","258","179","80","9","0","744","744","7","18","24","14","40","98","187","164","142","48","2"
"경상남도 고성군 영현면(4882036000)","827","827","10","21","20","28","52","93","213","199","147","42","2","404","404","7","12","9","16","29","53","125","95","44","14","0","423","423","3","9","11","12","23","40","88","104","103","28","2"
"경상남도 고성군 영오면(4882037000)","1,291","1,291","21","45","57","54","90","197","348","250","194","35","0","663","663","6","24","36","38","58","121","195","116","62","7","0","628","628","15","21","21","16","32","76","153","134","132","28","0"
"경상남도 고성군 개천면(4882038000)","999","999","10","51","25","37","66","124","282","219","148","36","1","511","511","5","26","14","26","43","71","158","114","48","6","0","488","488","5","25","11","11","23","53","124","105","100","30","1"
"경상남도 고성군 구만면(4882039000)","936","936","17","25","30","31","48","133","267","216","137","32","0","472","472","9","9","16","16","35","77","157","101","46","6","0","464","464","8","16","14","15","13","56","110","115","91","26","0"
"경상남도 고성군 회화면(4882040000)","3,204","3,204","66","245","147","145","291","550","799","609","303","49","0","1,626","1,626","28","124","90","83","164","300","408","309","109","11","0","1,578","1,578","38","121","57","62","127","250","391","300","194","38","0"
"경상남도 고성군 마암면(4882041000)","1,614","1,614","9","40","46","52","112","264","452","332","241","64","2","806","806","3","19","24","36","73","145","243","166","85","12","0","808","808","6","21","22","16","39","119","209","166","156","52","2"
"경상남도 고성군 동해면(4882042000)","2,913","2,913","27","110","117","121","207","492","786","591","378","83","1","1,490","1,490","10","57","69","76","150","287","423","285","121","12","0","1,423","1,423","17","53","48","45","57","205","363","306","257","71","1"
"경상남도 고성군 거류면(4882043000)","3,969","3,969","65","246","174","191","388","764","953","678","434","76","0","2,057","2,057","38","139","111","109","230","454","506","309","145","16","0","1,912","1,912","27","107","63","82","158","310","447","369","289","60","0"
"경상남도 남해군 (4884000000)","39,624","39,624","1,056","2,508","2,196","2,069","3,490","6,467","9,004","6,972","4,680","1,154","28","19,332","19,332","528","1,410","1,357","1,182","1,793","3,522","4,603","3,219","1,523","194","1","20,292","20,292","528","1,098","839","887","1,697","2,945","4,401","3,753","3,157","960","27"
"경상남도 남해군 남해읍(4884025000)","12,211","12,211","603","1,198","1,113","993","1,502","2,236","2,224","1,368","784","182","8","5,963","5,963","296","613","678","549","707","1,125","1,075","624","261","34","1","6,248","6,248","307","585","435","444","795","1,111","1,149","744","523","148","7"
"경상남도 남해군 이동면(4884031000)","3,467","3,467","35","173","129","128","237","558","857","736","485","128","1","1,709","1,709","14","109","79","84","121","332","443","347","155","25","0","1,758","1,758","21","64","50","44","116","226","414","389","330","103","1"
"경상남도 남해군 상주면(4884032000)","1,513","1,513","42","87","70","71","128","221","364","260","222","47","1","739","739","28","48","45","38","64","127","192","122","64","11","0","774","774","14","39","25","33","64","94","172","138","158","36","1"
"경상남도 남해군 삼동면(4884033000)","3,617","3,617","69","179","126","155","289","588","855","727","498","128","3","1,760","1,760","34","103","71","81","146","346","431","347","177","24","0","1,857","1,857","35","76","55","74","143","242","424","380","321","104","3"
"경상남도 남해군 미조면(4884034000)","2,032","2,032","36","104","135","94","179","361","531","396","160","35","1","1,033","1,033","17","50","87","58","102","198","275","180","58","8","0","999","999","19","54","48","36","77","163","256","216","102","27","1"
"경상남도 남해군 남면(4884035000)","3,234","3,234","43","142","131","134","236","543","746","651","496","109","3","1,584","1,584","29","90","89","88","123","300","388","296","171","10","0","1,650","1,650","14","52","42","46","113","243","358","355","325","99","3"
"경상남도 남해군 서면(4884036000)","2,534","2,534","45","185","86","90","173","343","589","483","412","126","2","1,283","1,283","18","150","57","56","103","209","318","225","127","20","0","1,251","1,251","27","35","29","34","70","134","271","258","285","106","2"
"경상남도 남해군 고현면(4884037000)","3,175","3,175","61","148","123","140","227","448","771","628","481","146","2","1,512","1,512","29","85","86","83","122","246","405","267","163","26","0","1,663","1,663","32","63","37","57","105","202","366","361","318","120","2"
"경상남도 남해군 설천면(4884038000)","2,614","2,614","44","77","90","87","140","373","704","571","417","107","4","1,255","1,255","24","42","56","52","78","197","379","284","128","15","0","1,359","1,359","20","35","34","35","62","176","325","287","289","92","4"
"경상남도 남해군 창선면(4884039000)","5,227","5,227","78","215","193","177","379","796","1,363","1,152","725","146","3","2,494","2,494","39","120","109","93","227","442","697","527","219","21","0","2,733","2,733","39","95","84","84","152","354","666","625","506","125","3"
"경상남도 하동군 (4885000000)","40,106","40,106","1,087","2,194","2,054","2,109","3,361","7,214","9,829","6,821","4,427","983","27","20,159","20,159","550","1,174","1,246","1,181","1,838","4,022","5,191","3,290","1,460","206","1","19,947","19,947","537","1,020","808","928","1,523","3,192","4,638","3,531","2,967","777","26"
"경상남도 하동군 하동읍(4885025000)","9,093","9,093","389","746","662","703","1,022","1,704","1,831","1,218","706","109","3","4,484","4,484","204","377","384","363","517","902","916","575","214","32","0","4,609","4,609","185","369","278","340","505","802","915","643","492","77","3"
"경상남도 하동군 화개면(4885031000)","2,752","2,752","43","133","133","112","192","607","709","475","294","53","1","1,408","1,408","25","73","82","64","98","334","388","220","110","14","0","1,344","1,344","18","60","51","48","94","273","321","255","184","39","1"
"경상남도 하동군 악양면(4885032000)","3,273","3,273","55","130","141","137","227","594","865","611","425","88","0","1,628","1,628","29","75","87","77","137","306","456","301","144","16","0","1,645","1,645","26","55","54","60","90","288","409","310","281","72","0"
"경상남도 하동군 적량면(4885033000)","1,773","1,773","27","71","82","82","109","280","498","312","249","61","2","888","888","13","41","51","50","57","159","276","157","66","18","0","885","885","14","30","31","32","52","121","222","155","183","43","2"
"경상남도 하동군 횡천면(4885034000)","1,754","1,754","44","49","59","68","108","265","514","326","254","67","0","877","877","27","18","37","37","73","155","272","159","88","11","0","877","877","17","31","22","31","35","110","242","167","166","56","0"
"경상남도 하동군 고전면(4885035000)","1,930","1,930","24","76","75","74","142","304","532","369","259","72","3","961","961","11","41","39","46","93","169","282","182","88","10","0","969","969","13","35","36","28","49","135","250","187","171","62","3"
"경상남도 하동군 금남면(4885036000)","3,095","3,095","48","127","128","138","212","543","792","616","402","85","4","1,615","1,615","22","70","83","93","126","328","435","287","151","20","0","1,480","1,480","26","57","45","45","86","215","357","329","251","65","4"
"경상남도 하동군 진교면(4885037000)","5,460","5,460","204","386","298","288","552","989","1,234","863","507","138","1","2,708","2,708","88","213","183","155","279","523","639","421","180","27","0","2,752","2,752","116","173","115","133","273","466","595","442","327","111","1"
"경상남도 하동군 양보면(4885038000)","1,567","1,567","25","32","44","56","76","234","412","353","250","83","2","771","771","15","13","29","37","42","132","223","174","90","16","0","796","796","10","19","15","19","34","102","189","179","160","67","2"
"경상남도 하동군 북천면(4885039000)","1,471","1,471","25","40","61","41","91","241","388","301","227","55","1","720","720","10","19","35","16","54","137","216","151","68","14","0","751","751","15","21","26","25","37","104","172","150","159","41","1"
"경상남도 하동군 청암면(4885040000)","1,300","1,300","33","65","41","64","81","220","390","253","120","31","2","685","685","18","41","24","34","44","129","205","138","47","5","0","615","615","15","24","17","30","37","91","185","115","73","26","2"
"경상남도 하동군 옥종면(4885041000)","4,020","4,020","100","218","162","193","312","714","1,058","705","458","95","5","2,054","2,054","55","113","107","109","174","422","577","345","137","14","1","1,966","1,966","45","105","55","84","138","292","481","360","321","81","4"
"경상남도 하동군 금성면(4885042000)","2,618","2,618","70","121","168","153","237","519","606","419","276","46","3","1,360","1,360","33","80","105","100","144","326","306","180","77","9","0","1,258","1,258","37","41","63","53","93","193","300","239","199","37","3"
"경상남도 산청군 (4886000000)","32,848","32,848","794","1,733","1,628","1,655","2,594","5,780","8,287","5,770","3,785","797","25","16,306","16,306","389","953","942","905","1,410","3,134","4,365","2,892","1,180","134","2","16,542","16,542","405","780","686","750","1,184","2,646","3,922","2,878","2,605","663","23"
"경상남도 산청군 산청읍(4886025000)","6,478","6,478","259","541","453","506","696","1,114","1,289","933","577","108","2","3,193","3,193","129","299","249","273","336","588","672","446","188","13","0","3,285","3,285","130","242","204","233","360","526","617","487","389","95","2"
"경상남도 산청군 차황면(4886031000)","1,307","1,307","24","45","30","32","68","207","372","277","198","53","1","651","651","11","30","17","18","39","124","204","141","60","7","0","656","656","13","15","13","14","29","83","168","136","138","46","1"
"경상남도 산청군 오부면(4886032000)","955","955","7","44","29","29","62","140","230","207","172","32","3","480","480","4","27","24","15","39","90","129","95","48","9","0","475","475","3","17","5","14","23","50","101","112","124","23","3"
"경상남도 산청군 생초면(4886033000)","1,800","1,800","18","66","62","63","80","261","484","380","320","64","2","882","882","10","44","42","39","47","161","247","174","107","10","1","918","918","8","22","20","24","33","100","237","206","213","54","1"
"경상남도 산청군 금서면(4886034000)","2,816","2,816","54","130","134","139","212","507","684","470","399","83","4","1,386","1,386","29","71","80","76","114","288","355","237","120","16","0","1,430","1,430","25","59","54","63","98","219","329","233","279","67","4"
"경상남도 산청군 삼장면(4886035000)","1,734","1,734","21","49","62","67","81","320","500","338","262","30","4","844","844","11","26","38","41","47","157","272","157","87","8","0","890","890","10","23","24","26","34","163","228","181","175","22","4"
"경상남도 산청군 시천면(4886036000)","3,857","3,857","49","182","182","154","277","806","1,068","659","390","88","2","1,929","1,929","24","98","111","82","144","430","546","336","135","22","1","1,928","1,928","25","84","71","72","133","376","522","323","255","66","1"
"경상남도 산청군 단성면(4886037000)","5,464","5,464","104","166","216","244","395","978","1,565","1,042","613","136","5","2,752","2,752","47","91","118","137","248","510","824","547","206","24","0","2,712","2,712","57","75","98","107","147","468","741","495","407","112","5"
"경상남도 산청군 신안면(4886038000)","5,448","5,448","227","410","352","339","543","985","1,272","789","429","101","1","2,690","2,690","108","213","195","178","280","500","657","424","121","14","0","2,758","2,758","119","197","157","161","263","485","615","365","308","87","1"
"경상남도 산청군 생비량면(4886039000)","1,102","1,102","16","39","29","34","73","147","319","263","146","36","0","545","545","8","20","16","20","48","89","173","134","34","3","0","557","557","8","19","13","14","25","58","146","129","112","33","0"
"경상남도 산청군 신등면(4886040000)","1,887","1,887","15","61","79","48","107","315","504","412","279","66","1","954","954","8","34","52","26","68","197","286","201","74","8","0","933","933","7","27","27","22","39","118","218","211","205","58","1"
"경상남도 함양군 (4887000000)","35,544","35,544","1,130","2,520","2,015","1,984","3,297","6,175","8,063","5,599","3,989","753","19","17,381","17,381","562","1,333","1,178","1,086","1,689","3,353","4,170","2,622","1,255","130","3","18,163","18,163","568","1,187","837","898","1,608","2,822","3,893","2,977","2,734","623","16"
"경상남도 함양군 함양읍(4887025000)","16,873","16,873","844","1,708","1,315","1,297","2,170","3,118","3,105","1,926","1,174","213","3","8,213","8,213","408","891","745","699","1,035","1,633","1,504","871","390","37","0","8,660","8,660","436","817","570","598","1,135","1,485","1,601","1,055","784","176","3"
"경상남도 함양군 마천면(4887031000)","1,956","1,956","23","62","70","63","110","375","572","360","270","50","1","964","964","10","32","43","39","63","224","289","187","69","8","0","992","992","13","30","27","24","47","151","283","173","201","42","1"
"경상남도 함양군 휴천면(4887032000)","1,417","1,417","30","33","32","53","80","222","402","286","251","28","0","704","704","14","18","19","26","46","130","231","143","72","5","0","713","713","16","15","13","27","34","92","171","143","179","23","0"
"경상남도 함양군 유림면(4887033000)","1,534","1,534","24","55","48","50","89","225","417","303","265","55","3","745","745","12","27","32","30","51","116","237","147","89","4","0","789","789","12","28","16","20","38","109","180","156","176","51","3"
"경상남도 함양군 수동면(4887034000)","2,152","2,152","26","145","98","101","154","337","498","427","305","59","2","1,084","1,084","16","75","59","60","94","198","281","201","88","11","1","1,068","1,068","10","70","39","41","60","139","217","226","217","48","1"
"경상남도 함양군 지곡면(4887035000)","1,925","1,925","33","70","67","77","117","320","482","382","311","63","3","931","931","18","31","35","46","70","172","255","181","107","15","1","994","994","15","39","32","31","47","148","227","201","204","48","2"
"경상남도 함양군 안의면(4887036000)","3,969","3,969","64","181","167","125","291","651","962","805","590","131","2","1,893","1,893","38","86","114","70","161","367","501","344","189","23","0","2,076","2,076","26","95","53","55","130","284","461","461","401","108","2"
"경상남도 함양군 서하면(4887037000)","1,286","1,286","34","29","37","50","61","198","378","257","198","43","1","615","615","15","14","25","28","40","117","193","120","56","7","0","671","671","19","15","12","22","21","81","185","137","142","36","1"
"경상남도 함양군 서상면(4887038000)","1,653","1,653","23","66","64","66","83","282","467","321","240","38","3","800","800","13","33","34","30","50","152","245","165","72","5","1","853","853","10","33","30","36","33","130","222","156","168","33","2"
"경상남도 함양군 백전면(4887039000)","1,565","1,565","23","123","49","55","91","234","448","315","190","37","0","823","823","15","97","27","27","46","132","248","156","65","10","0","742","742","8","26","22","28","45","102","200","159","125","27","0"
"경상남도 함양군 병곡면(4887040000)","1,214","1,214","6","48","68","47","51","213","332","217","195","36","1","609","609","3","29","45","31","33","112","186","107","58","5","0","605","605","3","19","23","16","18","101","146","110","137","31","1"
"경상남도 거창군 (4888000000)","59,168","59,168","2,642","5,647","4,435","4,553","6,553","9,952","11,537","7,733","5,044","1,044","28","29,164","29,164","1,391","3,100","2,590","2,461","3,270","5,210","5,798","3,551","1,561","229","3","30,004","30,004","1,251","2,547","1,845","2,092","3,283","4,742","5,739","4,182","3,483","815","25"
"경상남도 거창군 거창읍(4888025000)","39,790","39,790","2,360","4,919","3,730","3,842","5,405","7,009","6,408","3,789","1,954","367","7","19,603","19,603","1,221","2,716","2,154","2,010","2,584","3,517","3,060","1,634","619","88","0","20,187","20,187","1,139","2,203","1,576","1,832","2,821","3,492","3,348","2,155","1,335","279","7"
"경상남도 거창군 주상면(4888031000)","1,416","1,416","14","45","49","38","78","211","388","292","244","56","1","713","713","9","23","31","24","47","129","219","141","78","12","0","703","703","5","22","18","14","31","82","169","151","166","44","1"
"경상남도 거창군 웅양면(4888032000)","1,734","1,734","28","78","66","58","102","291","394","353","307","55","2","848","848","19","44","41","30","65","167","208","164","91","19","0","886","886","9","34","25","28","37","124","186","189","216","36","2"
"경상남도 거창군 고제면(4888033000)","1,293","1,293","10","33","49","39","64","216","383","258","186","53","2","658","658","6","16","31","26","41","121","205","135","63","12","2","635","635","4","17","18","13","23","95","178","123","123","41","0"
"경상남도 거창군 북상면(4888034000)","1,511","1,511","26","69","45","63","90","222","405","307","231","50","3","744","744","12","41","22","37","51","134","216","149","77","5","0","767","767","14","28","23","26","39","88","189","158","154","45","3"
"경상남도 거창군 위천면(4888035000)","1,843","1,843","23","147","81","64","112","282","457","352","271","52","2","909","909","16","77","53","37","65","152","243","175","81","10","0","934","934","7","70","28","27","47","130","214","177","190","42","2"
"경상남도 거창군 마리면(4888036000)","1,854","1,854","26","66","68","74","111","272","505","372","290","70","0","910","910","11","36","44","50","60","156","282","184","73","14","0","944","944","15","30","24","24","51","116","223","188","217","56","0"
"경상남도 거창군 남상면(4888037000)","2,192","2,192","31","57","89","106","155","337","586","420","335","74","2","1,081","1,081","16","25","58","65","99","187","303","213","103","12","0","1,111","1,111","15","32","31","41","56","150","283","207","232","62","2"
"경상남도 거창군 남하면(4888038000)","1,380","1,380","24","43","47","59","69","186","359","300","226","66","1","684","684","19","28","27","34","43","106","192","156","67","12","0","696","696","5","15","20","25","26","80","167","144","159","54","1"
"경상남도 거창군 신원면(4888039000)","1,450","1,450","25","43","31","38","72","201","390","340","257","50","3","706","706","14","24","22","26","43","120","206","161","82","7","1","744","744","11","19","9","12","29","81","184","179","175","43","2"
"경상남도 거창군 가조면(4888040000)","3,417","3,417","56","114","143","136","235","526","899","677","526","102","3","1,661","1,661","33","54","83","95","135","307","459","308","162","25","0","1,756","1,756","23","60","60","41","100","219","440","369","364","77","3"
"경상남도 거창군 가북면(4888041000)","1,288","1,288","19","33","37","36","60","199","363","273","217","49","2","647","647","15","16","24","27","37","114","205","131","65","13","0","641","641","4","17","13","9","23","85","158","142","152","36","2"
"경상남도 합천군 (4889000000)","39,311","39,311","937","1,964","1,883","1,923","3,228","6,239","9,765","7,168","5,136","1,045","23","19,390","19,390","509","1,056","1,096","1,105","1,788","3,505","5,251","3,332","1,544","203","1","19,921","19,921","428","908","787","818","1,440","2,734","4,514","3,836","3,592","842","22"
"경상남도 합천군 합천읍(4889025000)","10,427","10,427","505","1,004","866","861","1,319","1,966","1,945","1,169","681","106","5","5,122","5,122","262","537","473","443","652","1,022","982","503","219","29","0","5,305","5,305","243","467","393","418","667","944","963","666","462","77","5"
"경상남도 합천군 봉산면(4889031000)","1,337","1,337","13","34","39","39","68","190","422","283","210","37","2","679","679","10","17","20","23","38","106","239","152","65","9","0","658","658","3","17","19","16","30","84","183","131","145","28","2"
"경상남도 합천군 묘산면(4889032000)","1,380","1,380","10","22","35","33","81","177","403","324","246","49","0","671","671","5","14","17","20","44","108","221","155","75","12","0","709","709","5","8","18","13","37","69","182","169","171","37","0"
"경상남도 합천군 가야면(4889033000)","3,757","3,757","44","145","145","163","266","657","1,010","757","483","84","3","1,860","1,860","28","75","95","103","151","374","537","333","150","14","0","1,897","1,897","16","70","50","60","115","283","473","424","333","70","3"
"경상남도 합천군 야로면(4889034000)","2,188","2,188","36","99","101","75","181","302","573","430","311","79","1","1,075","1,075","18","55","65","42","107","171","303","205","92","17","0","1,113","1,113","18","44","36","33","74","131","270","225","219","62","1"
"경상남도 합천군 율곡면(4889035000)","2,004","2,004","25","44","67","87","128","278","566","429","317","63","0","1,018","1,018","14","23","43","62","73","171","314","207","102","9","0","986","986","11","21","24","25","55","107","252","222","215","54","0"
"경상남도 합천군 초계면(4889036000)","2,091","2,091","38","96","88","91","158","330","530","433","276","51","0","1,031","1,031","18","53","52","65","96","177","272","196","91","11","0","1,060","1,060","20","43","36","26","62","153","258","237","185","40","0"
"경상남도 합천군 쌍책면(4889037000)","1,134","1,134","16","25","18","27","75","127","347","261","194","44","0","544","544","8","9","9","18","50","71","190","125","54","10","0","590","590","8","16","9","9","25","56","157","136","140","34","0"
"경상남도 합천군 덕곡면(4889038000)","762","762","6","16","23","23","33","112","216","176","131","26","0","395","395","4","9","13","15","24","77","122","82","43","6","0","367","367","2","7","10","8","9","35","94","94","88","20","0"
"경상남도 합천군 청덕면(4889039000)","1,439","1,439","15","33","34","57","89","213","405","297","238","57","1","718","718","9","17","25","40","58","132","221","146","61","9","0","721","721","6","16","9","17","31","81","184","151","177","48","1"
"경상남도 합천군 적중면(4889040000)","1,253","1,253","20","37","54","42","82","157","321","260","235","43","2","599","599","9","20","35","25","60","92","167","121","64","6","0","654","654","11","17","19","17","22","65","154","139","171","37","2"
"경상남도 합천군 대양면(4889041000)","1,661","1,661","89","91","69","126","161","256","340","279","199","50","1","840","840","47","53","46","67","89","149","200","127","56","6","0","821","821","42","38","23","59","72","107","140","152","143","44","1"
"경상남도 합천군 쌍백면(4889042000)","1,550","1,550","20","53","40","35","74","199","433","341","295","59","1","752","752","14","24","23","18","54","128","248","153","78","12","0","798","798","6","29","17","17","20","71","185","188","217","47","1"
"경상남도 합천군 삼가면(4889043000)","2,878","2,878","52","92","131","108","197","454","695","588","453","106","2","1,360","1,360","38","46","81","71","107","246","360","263","131","17","0","1,518","1,518","14","46","50","37","90","208","335","325","322","89","2"
"경상남도 합천군 가회면(4889044000)","1,640","1,640","12","74","43","44","104","237","458","333","284","50","1","829","829","9","53","19","26","58","130","270","168","88","8","0","811","811","3","21","24","18","46","107","188","165","196","42","1"
"경상남도 합천군 대병면(4889045000)","1,791","1,791","11","55","72","52","91","272","547","363","269","56","3","873","873","5","28","45","33","49","158","293","176","77","8","1","918","918","6","27","27","19","42","114","254","187","192","48","2"
